total_rooms,house_value
1572,190.9
2545,177.7
1859,184.4
3024,191.8
4065,240
3182,220.8
5239,248.1
1787,255.7
2801,134.8
2127,188.5
1967,218.8
1994,237.5
1600,216.7
2017,229.4
3386,213
1476,216.4
2024,186.9
3305,216.7
4000,273.6
1692,262.5
3141,234.6
2228,350
1330,353.1
3155,268.8
1739,86.5
1354,270.6
1020,311.8
3436,256.8
1302,166.9
1298,178.1
1005,158.1
2584,167
870,173.8
1340,175
2249,176.3
2003,195.3
1627,185.1
1696,138.5
6909,226.1
6540,372.6
1431,401
903,174.4
2911,203.7
2603,214.4
802,185
5166,285.2
1065,200.8
1011,188.7
1932,213.3
1624,268.1
2628,170.8
2086,165.6
1162,203
1078,188
2053,197.2
1549,195.1
2641,165.1
1718,196.1
2578,212.5
3002,202.8
2253,204.7
2947,224.8
2642,174.7
2142,146.3
1530,196.5
2782,153.8
3679,143.5
2401,211.7
1324,192.8
1982,194.2
1876,176
1120,179.2
1250,208.8
1382,137.5
2767,316.7
2236,342.8
4808,279.7
5241,285.4
4041,442.7
2809,252.9
1926,68.5
2701,137.4
1745,318.5
2234,265.5
6597,184.1
3374,212.3
1332,365.9
1185,214.8
1937,278.4
1858,211.6
1722,212.2
1978,212.2
2120,166.3
2424,181.4
1613,181.7
1852,173.6
5684,166.8
6311,182.6
557,155.4
682,138
1135,161.7
1451,290.8
1805,273.5
1579,181.1
1755,296.7
1921,188.7
1323,174.8
2424,189.9
3395,174.4
4039,205.1
2722,221.4
1382,211.7
2968,201
1589,202.9
1653,203.4
2046,212.8
6348,185.7
2307,194.2
3061,195.2
4097,202.1
3963,208.6
4639,202.3
1086,219.6
1960,225.9
3897,192.3
1831,177.1
5238,190.1
4021,219.5
2460,223.2
2663,258
2343,233.1
2648,207.4
1387,204.1
1771,217.5
2072,191.9
2141,177.7
3380,186
8110,264.9
4095,302.5
6565,295.6
3856,302.7
945,500.001
3581,397.6
2902,447.7
4559,429.2
248,96.9
10655,151.3
3868,500.001
2267,307.4
1077,252.8
6854,222.8
3308,273.6
2250,366
1471,395.1
1504,219
2454,414.8
452,226
1928,233.7
1747,191.8
2080,170
2741,175.2
3245,156.3
2929,173.8
1610,156.3
2464,165.8
991,167
6175,158.1
1995,332.7
1903,313.8
2071,219.7
2002,244.7
2139,168.9
1705,179.8
1681,181.2
1632,179.5
4815,191.8
2400,193.8
4711,184.7
2169,218.7
2182,216.7
1337,213.7
2417,205.2
2678,202.9
1636,209.9
1375,198.2
2342,220.7
1922,213
3473,214.1
3482,200.9
84,193.8
6368,240.4
3375,228.9
2115,207.5
2905,214.8
1759,195.8
2989,231.2
3842,248.2
3711,234.1
6393,336.9
8844,267.8
5554,331.9
2548,408.3
3969,271.4
9849,154.3
2731,500.001
1640,500.001
1694,486.8
1446,352.2
4353,242.6
2076,416.9
2837,437.4
2301,233.6
2668,233.1
2647,223.9
2773,201.7
1219,180.9
1597,162.8
775,159.2
1780,169.6
1091,152
1018,162.1
1513,170.6
2510,157.8
2469,151.4
2343,135.2
1345,142.3
6531,403.7
2792,243.8
1974,236.8
2126,196.2
1996,224.3
2149,167.9
1601,232.4
1745,171.4
1772,177.8
1882,173.2
1699,179.8
1748,169
2572,177.2
3382,164.7
2108,167
1414,158.3
4040,160.1
1143,171.1
1434,202.4
2306,277.6
1795,289.3
2320,203.7
5495,224.1
1831,344.4
3203,198.4
768,132.8
3030,229.6
2178,245.3
1851,244.4
3635,237.4
3191,216.6
5321,237.6
3554,270.1
2000,218.9
2980,223.5
5203,261
1483,271.4
3244,395.3
1885,265.7
1594,350.7
1523,377.2
2485,430.2
249,500.001
3359,276.2
2007,500.001
2522,445.2
2170,500.001
1275,500.001
2302,273.8
2317,235.3
2597,248.9
2001,183
1339,186
1148,173.3
177,131.3
2451,173.1
1258,176.1
957,153.4
2019,154.2
1058,137.5
1252,156.8
1734,160.6
1619,165.1
5308,279.2
2530,197.1
3531,198.6
1951,163.2
2446,163.3
1617,165.6
3040,182.1
2376,162.5
2945,177.5
1430,148.8
1948,154
2722,178.5
1976,174
1945,171.9
1328,164.4
3808,173.9
1726,144.1
1045,161.8
2469,156.2
1995,153.5
15,162.5
4807,297.3
4626,275.1
2358,285.8
2870,322.7
2233,279.2
6623,256
1488,201.9
4526,320.7
4105,273.9
2990,216.1
4057,241
3642,259.4
3715,247.1
4061,294.9
2070,338.8
3757,235.6
2532,235.8
1836,182.5
4494,169.4
4014,396.9
2090,74.2
2535,388.9
3908,376.8
5131,500.001
3264,218.3
5218,476.7
1410,272.4
2065,274.3
2143,252.2
602,146.4
572,138.8
1572,159.2
4909,143.5
4492,183.1
531,162.5
2286,174.5
1022,142
1084,162.2
1348,161.2
40,375
2480,263.4
1619,182.4
1694,155.3
1406,137.5
2142,172.8
2854,154
2622,160.3
495,149
2107,150
1999,154.7
4928,313.8
2851,265.6
2676,350.4
2856,313.1
4316,286.7
1548,159.6
2997,386.7
2523,234.6
1863,277.4
3112,353.5
3414,390.9
2472,266.1
1875,226.1
2673,188.9
4150,461.6
7017,477.7
1962,67.5
2606,150
2726,410.4
1467,286.5
2297,362.5
2461,437.3
2662,500.001
4307,391.5
12139,227.3
3891,248.1
2603,248.7
1833,256.7
1576,283.6
3229,257.1
2438,260.1
1960,265.9
1975,251.6
2036,262.5
1239,258.1
778,180.5
1197,189.1
2308,184.4
2127,173.9
1778,165.9
1516,160.3
3548,188.8
1962,155.1
1588,166.1
1203,174.4
1471,188
862,186.2
1146,172.6
1342,186.9
1723,169.2
1410,178
1862,177.6
1639,175.8
1645,159.2
1360,173.3
4880,157.7
1161,158
2483,220.5
7187,337.4
5603,293.7
4851,437.4
6960,210.9
5643,168.4
3941,343.9
1973,163.8
3983,213.4
3497,263
2196,196.9
1379,195.3
4048,355.6
4392,500.001
4311,500.001
4573,500.001
2665,500.001
3416,107.4
10264,145.5
2798,239.9
2415,326.1
2142,326
1804,397.5
3585,330
1095,209.2
3200,260.4
3787,251.2
1554,272.6
2201,279.9
832,225
2869,270.7
2253,259.8
4275,214.1
676,187.5
2178,212
2462,211.9
1370,199.3
1554,207.1
2873,168.6
2245,171
1391,176.8
1392,143.8
2976,167.3
1204,163.3
552,153.3
1625,164.9
1478,169.8
3304,167.8
1887,170.7
3400,155.6
928,147.1
2228,157.7
1776,169.2
1007,162.7
2502,164.1
1145,120.3
1819,146
1138,185.3
2223,160.8
2436,344.7
2407,139.7
4934,284.2
2399,220.1
3405,299.1
2943,225.9
1789,189.7
3771,319.7
4822,142.9
3481,228.2
2711,398.8
1391,218.2
4422,320.7
1822,401.7
1179,500.001
1240,485
5126,437.9
3851,116.3
5144,137.2
3490,242.4
238,500.001
1282,470.8
2690,281.1
1238,500.001
788,396.7
1897,500.001
4465,228.5
1598,325
2921,264.1
1685,270.5
2628,257.2
1969,285.3
2679,213.2
2830,214.6
1823,207.2
2557,208.8
3214,206.8
1716,211.4
5841,185.1
3789,144.2
1248,147.6
1914,150.2
1091,176.4
1973,158.1
1188,150.9
1683,170.7
1419,162
2024,163.9
1042,157.8
1492,165.8
1026,163.2
1678,163.3
1620,166.7
825,161.2
2104,165
1431,165.4
1743,162.8
3933,171.4
859,158.2
1478,158
1558,165.1
2263,172.8
1631,165.7
2118,166.8
1551,168.1
3259,165.6
1366,159.9
1573,146.9
1167,168.3
1768,161.1
834,167.5
1152,153.6
1071,114.9
2131,145.7
1035,123.4
1901,120.1
3065,208.1
2536,200.8
3260,215.5
1018,198.8
778,236.5
2259,287
1055,191.3
4261,288.7
2906,194.6
2377,170.4
3696,153.3
2188,136.8
2636,118.3
6295,402.5
3675,369.4
2879,364.7
5321,340.1
3083,68.5
2013,67.5
529,71.3
996,46.7
1967,54.3
1995,46.9
2021,340.7
1218,104.8
4558,138.5
23386,144
1537,99.2
9761,142.9
3113,500.001
2875,269.3
2199,321.1
1467,260.1
271,237.5
1345,210.9
3092,373.8
2966,500.001
2638,342.7
1883,414.8
2966,316.8
1904,210.4
6010,201.7
855,224
1068,188.5
1003,218.3
1513,235.6
1430,206
593,199.3
1036,184.2
1054,188.5
794,170.8
3230,171.6
1146,185.6
1764,199
1543,272.6
5580,168.5
4853,208.6
1984,250.2
897,114.1
1465,150.6
1108,149.5
1722,160.6
1580,162.5
1369,172.6
936,169.5
1226,172.2
1473,166
2664,164.3
3271,169.7
1116,163.2
1911,163
1991,166.6
1083,170.8
2762,183.4
1976,175.4
1950,175.3
1585,183.4
2381,171.1
1226,170.8
1994,166.2
879,168.6
1983,168.3
1442,162.2
1582,141.1
2369,159.4
1215,158.7
3326,176.3
3399,166.6
3119,195.3
8120,286.5
1594,217.7
4412,213.1
2734,227.3
2219,239.8
1878,254.4
1371,243.3
1724,253.9
4210,247.3
4231,360.1
2146,342.7
2301,67.5
5359,61.3
1388,62
6239,380
1671,422.2
1397,500.001
4770,295.1
3914,137.5
10356,141.1
1489,103.5
2843,106.9
20377,138.1
2168,300.9
2321,450
1774,279.6
4505,300.5
978,199
1442,177.5
3066,324.4
1917,500.001
1835,500.001
3783,500.001
3367,351.4
1788,280
2578,210.9
1937,234.6
2822,238.3
2352,258
1460,227.3
2894,208.1
4510,204.6
1349,182.1
3661,185
3437,203.7
1179,176.8
1463,179.2
2852,178.8
3559,183.3
1495,152.3
1022,189.4
1143,279.9
1436,195.8
1724,183.3
2122,169.3
1529,175.2
1326,162.5
965,190.3
1357,156.7
1743,173.1
1657,160.1
2013,192.1
1184,162.5
3635,196.9
1666,204.3
1947,453.6
639,189
1124,174.5
1622,186.1
1474,166.8
2017,171.6
513,167.6
726,167.6
1080,175.8
1592,165
1237,166
1880,174.6
796,156.4
1061,161.9
1151,160
769,182.1
994,178
2242,185.6
8046,319.6
3052,268.1
1473,228
2825,242
993,277.6
690,209.1
1915,225.8
1557,219.6
1790,226.2
2059,225.2
1408,222.5
2422,225.7
1946,254.8
1930,244.4
856,246
1962,239.6
1814,240.8
3359,249.4
2370,287.2
4466,251.8
997,400
2119,495.5
2035,500.001
1310,457.1
1430,483.3
3571,376
3374,261.6
2837,234.6
3158,325.6
2489,320.3
1950,196.1
2193,184.1
2401,358.7
3298,434.8
2954,500.001
2131,352.2
2812,292.9
2012,226.6
3090,192.5
1106,244.8
3172,243.2
2350,201
1130,244.4
3215,202.3
1273,214.7
1547,187.5
2609,192.3
2416,163.7
2628,160.3
3436,266.7
3913,258
1727,210.2
1539,196
815,190
1141,162.5
2573,193.7
2403,193.8
446,147.2
2125,166.6
2784,261.6
2049,261.3
2319,452.3
1723,400
1434,244.9
1949,296.6
2098,255.4
2670,283.5
1205,162.5
1414,156.6
1016,151.3
1088,193.1
889,186.7
1981,153.7
1347,183.1
2604,184.6
1323,178
4173,196
1139,204.7
1623,276
3203,239.7
1379,231.8
1255,226.9
887,219.5
2418,216.3
1588,220.3
1756,218.3
1523,218.9
1463,226.3
1074,217.4
1249,223.1
1784,220.9
1726,218.1
1462,225.3
1987,232.8
1756,218.2
1999,221.9
1742,218.2
1694,257.9
1252,235.6
1837,235
1680,244.8
1034,231.6
2223,257
1993,244.9
3985,500.001
9103,367.3
1608,390.5
2569,346.4
1222,500.001
1258,500.001
40,225
4230,104
4915,130
3019,113.5
2479,125.7
5319,131.5
2189,94.5
2614,102.6
6446,148.5
433,162.5
2405,444.1
2344,230.6
2357,352.7
2948,287.9
2166,222.6
1835,315.4
2705,225
1760,198.2
2337,490.4
3420,217.9
2935,500.001
2907,500.001
2787,500.001
2124,359.6
2057,282.6
2918,306.3
4870,188.4
3603,208
1437,245.7
2433,234.9
2248,253.9
1770,212.5
1050,215.6
1526,214.7
1137,233.3
1190,211.8
5137,181.6
3775,247.6
1064,246.9
1038,254.9
2103,235.3
2595,308
1595,205.6
2655,265.8
1417,164.6
1956,166.3
3281,173.8
1705,137.5
932,178.1
708,197.4
3099,191.1
2105,246
1301,191.3
1426,267.3
2863,297.2
2752,269.8
1604,291
1813,323.8
2206,283
2210,271.3
580,187.5
6336,183.7
2053,216.6
1432,207.4
620,183.9
1518,197.5
682,173.8
2666,180.9
6876,170.8
2344,191.9
1083,218.4
1768,243.8
1633,188
3764,156.3
2663,199.5
2116,213.6
2386,218.2
2706,220
2143,216
1242,215.8
1734,222.8
1712,221.3
1544,226
1493,224.5
2565,224.6
1665,250.7
1257,251.4
1835,256.3
1471,232.4
1762,240.7
3035,500.001
3070,461.5
3330,500.001
2072,500.001
1943,93.8
2156,96.8
3670,108.8
718,102.6
2370,113.5
2726,319.1
1449,274.1
2676,295.5
1271,240.2
1213,234
2539,303.9
1621,242.2
2203,234
3094,310.9
1962,200
2162,176.7
2682,169.5
2099,173.1
1665,155.6
3559,163.9
5465,210.9
3156,500.001
1780,351.1
3050,214.1
700,191.7
2562,219
3862,188.2
1931,228.4
2517,223
1880,220.5
2130,192.2
1692,198.5
1714,183.9
3229,268.4
2205,211.4
1444,220.5
1938,227.3
2203,192.2
4267,208.2
396,172.9
734,192
2988,189.3
1243,185.1
984,153.5
782,154.3
1759,251.9
1736,241.6
1040,254.7
1933,266
1500,253.5
1709,326.6
522,265
2040,202.4
2122,191.9
1793,195.8
984,201.5
3069,177.2
1967,190.6
561,183.8
916,222
1475,191.6
1814,208.4
1458,202.7
599,225.8
3668,204.9
2823,165.5
3088,192.7
1788,166.1
1606,198.4
3638,194.6
1866,200.2
2259,201.6
2110,208.4
1885,212.8
2439,312.4
3008,213.2
3087,227.6
1710,314.7
1785,228.6
1619,232.2
1530,225.4
665,223.7
1228,223.9
1013,231.4
1749,227.1
1903,241.9
1509,223
1496,226
1026,233.6
2317,234.8
2153,236.2
1245,480.6
2937,500.001
6678,242.9
1016,434.5
3039,500.001
3697,395.2
4365,360.7
2216,381
2834,363.8
1543,439.3
2181,118.1
2347,93
1984,102.1
1379,94.9
2118,100.3
2815,119.6
2666,101.1
1703,126.5
1257,247.2
9882,167.6
2569,207.4
1678,237
3595,201
1493,154.4
3457,226.5
2687,205.7
1054,146.7
2384,158
1843,215.4
2973,156.3
2598,142.3
407,187.5
1256,500.001
1896,175
10239,225
3404,282.3
4438,479.7
3569,251.1
2742,500.001
4061,258.4
4073,231
1745,219
4164,218.8
3447,208.7
1433,191.7
3988,170
2999,217.8
695,220.4
2390,245.7
1880,236.4
5478,341.1
1129,243.2
1569,180.5
2003,201.1
1307,178.3
1715,153.3
1384,145.5
1912,180.6
1007,153.7
702,162.5
1407,150
2064,160.8
1846,156
590,143.8
2744,277.2
1812,294.1
1413,300
1462,302
1942,282.1
2987,226.5
2841,196.6
3205,223.9
3731,218.2
932,177.6
1096,182.3
1766,180.8
1981,204.2
1379,180.1
2145,225.8
1744,195.5
1159,179.6
1250,175
3305,168.2
1661,219.5
1607,214.1
6618,171.4
1276,218.3
1404,195.4
1774,203.3
1703,210.8
1908,336
3043,254.9
2107,339.4
2506,203.9
1519,212.5
2388,215.4
2573,209.4
2101,217.9
1898,233.3
2208,500
2792,307.4
2677,378
914,418.8
2960,398.1
1633,408.3
3242,432.5
1995,400
2484,500.001
1671,56.8
1338,101.4
1503,97.7
2696,116.3
1300,107.5
12317,146.9
2111,111.4
2765,238.9
1786,182.1
1997,210.3
1717,160.7
1750,163.1
2612,148.8
1521,154.9
2553,127.5
930,146.4
1925,162.5
2471,146.6
2410,148.6
1711,181.3
275,500.001
806,137.5
403,187.5
543,55
1499,258.3
2443,314.7
824,215
2763,500.001
1518,204.5
1789,500
1810,350
6119,319.7
2375,469.1
1746,364.8
1000,352.8
4325,419.1
3514,229.3
2203,225.8
1935,192.8
3697,199.2
1053,205.6
1983,234.4
1626,220.7
3855,204.3
3362,305.8
647,162.5
1099,194.6
818,203.3
603,186.4
2006,158.8
2729,154.3
2344,151.9
3218,175.3
1184,165.6
3361,145.6
1903,170.5
927,181.5
2418,285.5
1471,160.9
1201,150
2753,209
1594,199.7
1839,212.3
1745,220.5
3096,207.3
1948,255.9
1335,198.4
1890,184.2
915,182.8
1038,161.2
901,147.4
574,133.3
1590,163.2
2053,146.1
2850,144.6
4426,148.3
4232,146
2690,198.2
1578,194.1
2403,213.8
2630,209
1491,217.3
1435,212.6
4071,218.1
1508,221.3
2448,481.3
1886,219.8
3700,196.3
4013,185.9
2768,250
1584,181.3
3056,207.8
4436,198.6
3448,339.8
2428,266.3
4366,361.8
3043,271.1
2916,500.001
1297,68.9
6007,117.2
2918,127.7
4303,110.9
2994,85.4
7294,154.1
11008,204.4
1810,176
2195,153.5
2076,149.2
1840,177.9
1870,136.1
1193,163.8
1508,155.4
1576,261.8
1284,178.4
1276,230.7
1721,500.001
821,263
3039,500.001
1551,500.001
2231,435.1
1091,263.6
1722,224
1568,162.1
3334,170.8
1523,144.6
247,135.7
4284,315.1
332,156.3
1076,145
2991,181.9
852,134.4
894,145
1377,141.6
1218,173.9
814,156.9
1256,166
1734,149.2
1474,139.6
1552,137.5
690,158.9
931,142.8
1341,150.5
1196,162.5
1444,176.6
1347,190.6
1363,191.1
2419,176
221,175
2210,178.6
5675,232.9
3341,238.3
757,179.8
1368,161.3
2062,218.9
3445,144
1806,162.2
2922,127.1
2410,156.7
1655,145.8
940,190.9
2180,167
1694,169.5
2287,170.3
1854,156.7
6607,156.3
2668,215.6
1979,216.2
2831,214.6
2444,218.8
2220,219.5
1348,211
3564,175
3061,164
5463,199.1
3742,153.7
3248,222.9
4075,222.5
2048,152.7
3684,179.7
4798,163.3
1709,139.1
3382,382.1
3235,304.1
4439,306.3
2800,272.2
3078,232.5
2743,500
1507,87.9
2370,83.3
5341,185.6
8352,140.3
1561,173.2
2465,292.2
1790,173.1
1280,166.7
2257,500.001
2246,354.7
2568,169.2
3376,232
4971,381.4
2514,142.5
299,145.8
4444,477.3
3066,156.5
2907,146.6
787,158.5
851,147.5
2150,150
1856,131.9
464,142.6
733,124.1
962,126
1256,121.8
705,141.1
911,114
691,133.9
908,134
563,150
385,129.7
1636,152.4
882,120
2099,140.8
1014,125.5
946,132
759,143.8
760,145
346,112.5
1657,149.3
1228,130.8
756,156
428,132.1
1871,164.4
2410,168.2
3388,159
2913,146.5
3297,164.2
2249,164.2
1991,181.9
1145,165.5
2099,166.8
2447,171.8
856,145.8
1157,171
1499,162.3
3653,114.2
63,350
3605,160.7
1645,162.7
815,166.7
2110,165.9
2462,162.6
1701,162.3
1301,158
1664,175
2247,173
3714,200.5
1853,219.2
1533,186.6
4716,208.7
2019,217.3
1808,277.7
2539,268.2
948,100
2171,139.7
1219,118.3
2364,147.5
2920,140.2
3768,186.2
2508,191.1
2151,218.8
2143,220
2953,180.4
1127,241.7
2933,181.3
4405,225
4409,154.7
3806,108.3
2311,104.7
3562,228.1
1983,241.7
1473,415.9
1371,500.001
4269,500.001
5012,500.001
3039,360.9
2228,182.1
2734,477.8
1081,165.1
2397,167.9
1346,152.2
1523,183.8
1116,230.9
2529,153.1
1940,166.7
1907,200.4
1688,184.9
2744,148.8
2226,129.3
1369,151.9
1318,135.5
2616,156
934,140.3
278,98.2
2025,148.6
616,115.1
389,109.2
3272,126.5
1079,141.7
1807,129
1629,137.5
2631,145.6
609,145.8
2115,121.3
2631,132.2
661,142.5
832,125
1845,127.3
1010,161.8
988,154.8
1230,170.8
1698,206.3
903,165.4
1735,156.1
1880,162
3214,189.4
2887,169.4
6895,154.5
427,137.5
2608,167.5
2121,152.2
1337,183.6
2724,165
952,147.2
1516,122.9
2035,136.4
749,136.9
1138,134.4
778,143.8
1709,155
5896,131.9
882,163
1308,167.7
2326,161
2137,172.9
1832,175.1
2664,161.9
2925,160.8
1890,143.2
2597,213.8
3596,169.8
2548,134.4
2561,418.6
1415,315.6
2569,268.4
1535,371.7
1497,321.8
3622,425.5
2618,254
284,207.5
471,154.2
2734,117.6
2407,148.1
1571,128
1580,130
1255,162.5
1180,162.5
1697,129.7
3042,146.2
1852,152.5
1419,100
2297,175
1434,162.5
2048,193.8
1645,155
2653,325
1833,112.5
1776,137.5
2103,111.1
2035,146.4
11275,167.9
1781,126.8
10626,500.001
1602,500.001
2031,483.7
2061,500.001
1788,375.7
2525,209.2
1309,198
679,162.5
1219,170.6
2591,146.4
2833,172.1
2524,167.7
1266,150
1158,169.3
1638,143.8
1577,153.9
2054,213
2090,144.2
1241,115.5
1555,169.6
2965,166.3
2324,93.8
1734,163.1
1715,116.1
555,137.5
1273,122.9
1051,133.6
977,127.9
1291,119.2
1098,124.3
349,125
1296,135.2
1682,153.3
1279,157.6
1095,150
1074,131.7
1011,146.9
1053,136.7
1183,142.6
2250,134.2
525,125
1535,142.8
2702,144.8
474,137.5
1478,136.7
1429,157.5
1547,157.3
1212,142.3
1273,147.8
1172,154.7
973,158
4179,172.1
1022,156.7
151,189.6
2700,178.4
1790,181.3
979,151.8
3507,142
1436,179.1
2309,162.1
1651,148.1
1368,164.8
1871,160.8
1403,168.1
1613,145.7
1334,144.3
2339,139.4
1356,139.8
915,115.8
2695,132.4
915,117.4
2326,112.9
1073,104.8
2762,105.6
4018,113.6
1696,107.3
886,99.5
1769,178.3
4701,184.1
1824,156.7
1999,167.1
2009,155.4
2013,153.6
1133,137.5
1167,150.3
3533,151.9
1228,192
2641,444.2
1773,406.3
2953,290
1835,198.5
2125,190.6
2010,160.4
2326,141.8
1823,130.6
2114,142.6
1834,126.6
3107,141.7
992,162.5
1021,175
1511,187.5
1648,162.5
1013,162.5
2741,218.8
1562,200
1574,137.5
9076,163.4
1493,443.9
1477,500.001
2890,500.001
5550,446.1
3800,293.9
2090,204.2
1941,217
2035,193.6
3369,196.4
1580,167.6
1565,155.6
1908,162
678,171.3
1901,156.4
3659,162.9
2040,166.3
1441,185.7
3643,154.5
1594,138.2
1320,114
1807,126
1765,159.6
1353,139.6
453,112.5
1181,111.8
762,137.5
1407,121.8
1165,141.7
1703,147.2
1268,150
1146,121.9
1082,117.2
2672,142.8
1249,136.3
1399,143.8
1625,147.2
774,135.2
583,140.6
1754,122.8
1292,135.2
1583,140.8
498,126.6
36,175
1705,154.2
1608,154.7
1134,141.7
1186,154.6
1474,160
867,163.1
1403,172.7
2369,158.5
1911,154.6
2474,166.2
3114,171.7
1233,161.3
1512,167
2127,164.6
679,165.3
1924,151.5
1818,157.5
1570,171.8
1413,169.3
857,145.7
1929,149.4
2210,131.1
1191,138.8
1283,141.2
1411,138.8
1050,155.6
414,130.4
1381,118.4
2283,118.1
1552,103.2
1435,105.1
1000,105
2538,107.9
2945,136.9
1699,147.3
1482,158.2
1554,161.4
703,155.5
2732,160.2
1854,158.2
2557,149.1
3405,159.2
3737,490.3
2251,272.2
2347,209.9
1388,212.1
944,206.9
3013,194
1786,194.9
1009,200.8
4577,197.5
2105,190.4
767,185.2
2549,192.7
2851,116.7
2662,162.5
1889,175
517,106.3
1158,129.2
2034,131.3
2404,145.8
4001,140.1
2573,181.1
2260,500.001
1676,450.8
3646,500.001
2672,500.001
8590,472.7
434,420.5
1908,189.8
2465,214.2
1590,173.9
1904,175.8
1937,170.5
5077,186.8
1684,218.3
2000,241.7
1561,144.2
1287,138.5
1822,159.2
1660,148.2
3672,153
986,133.9
2574,173.2
1770,167.2
1346,191.7
902,168.8
1453,153.1
1077,160.2
511,156.8
1478,147.5
722,114.3
950,136.4
1841,151.6
1079,131.9
745,129.2
846,155
1306,139.6
1502,152.5
1825,135.3
497,146.3
876,145
1860,141.8
1550,141.1
22,67.5
792,129.7
1811,133.3
47,112.5
1315,169
788,164.6
1751,166.1
1863,171.3
1686,159.3
2265,155.3
1500,165.1
1889,154
2134,153.4
2129,160.8
1116,155.2
1807,156.1
2227,143.8
892,162.5
619,118.1
1337,121
2831,152.1
1722,151.2
602,115.4
1669,117.3
1073,133
2422,110.2
1545,105.3
1810,118.8
1211,110.7
1254,116.2
1565,113.9
929,119.4
1507,138.2
1976,126.8
822,166.3
793,176.1
455,165.7
1005,162.5
1719,139.3
1278,146.8
1816,157.9
1693,159.7
905,162.2
1815,160.7
1387,143.1
121,150
1598,141.8
32,112.5
2357,179.7
14348,222.4
3296,500.001
2686,500.001
2174,341.7
959,331.3
2443,409.8
4704,400
2298,274.6
1388,247.7
3657,258.1
791,178.1
1585,173.8
2749,205.8
2983,272.4
1298,240.8
2870,220.9
4003,252.1
1903,196.6
1072,165
1706,149.7
1081,150
1427,138.9
1709,152.1
394,154.2
839,158.3
1504,145.8
48,112.5
1083,153.1
1105,115.6
1422,157.1
1243,137.5
1113,155
798,141.7
2343,115
554,139.6
1402,163.2
626,166.3
1514,148.2
2225,128.8
1971,169.9
1781,255
1011,190.6
1688,171.3
1147,162.9
1058,183.3
381,166.1
2232,170.9
3896,150.9
1115,153.5
1046,143.4
930,115.4
788,153.8
1921,130
1263,89.3
926,100
571,89.2
1847,103.2
1802,97.9
796,110.4
1649,105.6
1007,115.6
990,120.2
797,95.2
873,126.6
266,138.1
998,102.5
8732,203.5
1928,160.3
1131,168.3
1792,174.4
1426,175.2
1370,160.2
1680,146.3
5357,138.1
726,156.9
1486,147.8
1285,157.1
1984,165.1
143,104.2
2354,59.4
2627,138.2
3857,396.4
2377,367.1
1376,431.8
2288,361
309,285
1399,234.8
2988,268
1464,200
1477,317.9
1473,306.3
1853,422
2332,446.6
3105,429.1
2124,370.4
1649,257.1
2865,201.3
2864,224.3
737,212.5
1162,244.4
1799,244.5
609,185.8
2094,221.1
1546,183.8
4148,187.1
2612,156
1021,223.5
2483,152.9
1353,157
1051,143.8
859,136.1
1747,155.5
438,181.3
506,143.8
1335,156.3
346,225
167,350
706,165
378,112.5
1366,150
2562,150.6
986,183.3
932,111.4
2748,169.3
3186,148.2
1977,151.6
405,94.8
1683,152.8
705,99
2667,87.5
504,91.4
1141,90.1
1110,92.1
1090,97.6
239,105.4
501,87
1149,96.7
1147,93.2
545,95.1
1735,103.8
1555,98.8
789,90.3
661,88.2
1060,84.7
677,88.9
2462,96.8
2143,100.8
2598,117.7
1255,95.1
1941,113.7
842,109.8
1106,207
239,187.5
59,350
3812,380.1
1061,254.2
1541,292.1
1912,352.7
2507,241.3
1722,252
3817,245.6
850,298.8
2187,406.2
1904,380.4
2549,374.3
2063,202.3
1235,282.6
2734,284.1
4852,192.9
4877,222.1
1813,238
1843,254
3196,219.5
2170,269
1971,260.5
1644,257.7
1213,204.2
80,154.2
2904,168.8
2141,178.8
1148,176.7
1525,141.3
137,137.5
109,187.5
223,137.5
1204,87.5
390,350
2870,162.5
1703,181.3
116,112.5
542,90.6
1456,99.2
405,127.5
863,95
1715,108.2
448,98.6
1425,88.2
885,118.8
312,96.4
173,110.7
1196,108.9
861,115.4
1182,115.1
1657,118.5
1053,112.5
1338,109.9
643,97.3
1602,93.4
859,105.1
1193,89.5
649,97.5
441,90.2
2316,97.4
1260,107.6
380,90
1215,95.5
869,84.2
796,88.3
940,92
1027,86.3
1063,88.7
1079,106.4
328,97.4
1772,96.1
972,88.2
745,102.9
1446,103.6
1308,98
642,92.6
2055,103
1079,93.6
1479,100.9
1843,111
7368,213.1
574,152.3
3150,336.9
1979,217.7
1954,261.3
2839,271.2
2421,296.2
1532,372.9
5131,280
3700,200
1377,187.5
1238,228.1
3960,193.8
3712,209.6
584,275
1615,196.9
5980,184.5
3487,221.9
2946,255.9
739,181.3
1281,153.1
125,170
2230,217.8
2222,208.9
598,164.3
4198,277.3
3142,189.8
2050,210
1866,189.4
1903,174.3
2133,169.2
2059,217.9
764,175
4297,192.5
719,133.3
4011,287.5
3105,275
2806,350
1274,124
1368,114.3
1676,100.8
1375,130.7
1311,119.9
1575,100.5
1429,107.2
879,99.3
1301,100.8
962,110.2
481,90.3
1768,90.4
1176,105
1905,95.8
1218,102.9
1419,101.3
2261,98.5
2215,100.3
1087,112.5
1867,105.1
1503,125
1045,97.2
1735,98.8
1346,108.7
1231,106.6
794,112
1026,102.6
879,114.8
1052,92.9
2015,98.1
1876,112.5
